prediction;real
0.00056;-0.03
-0.04;0.08
0.12;0
-0.04008;0
0.00016;0
-0.004;0
0.04;0
-0.002;0
0.00056;0
0.00224;0
0.00304;0
-0.00024;0
0.00104;-0.055
-0.04;0
0.00408;0
0.002;0
0.00032;0
-0.00152;0
0.00208;0
0.00168;0
0.00056;0
0.00208;0
0.00016;0.055
0.04;0
-0.00184;0
-0.00448;0
0.00184;0
0.00208;0
0.00064;0
0.00048;0
0.00104;0
0.00128;0
0;0
0.00056;0
-0.07776;0
0.00448;0
0;0
0.00288;0
0.04;-0.015
0.04;0
-0.0032;0
-0.00224;0
0.00072;0
0.00216;0
-0.00056;0
0.00064;0
7.99999999996359e-05;-0.025
-0.04;0
0.00328;0
0.00176;0.04
0.04;0
-0.00376;0
-0.00048;0
-0.0012;0
0.0004;0
0.0008;0
0.00144;0
-0.00056;0
-8.000000000008e-05;0
-0.0008;0
0.00208;0
0.00144;0
-0.00112;0
-0.0004;0
0.0004;0
0.0004;0
-8.000000000008e-05;0
-0.00016;0
0.00128;0
0.00072;0
-0.00056;0
-0.0008;0
-0.00016;0
-0.00072;0
-0.00016;0
0.04;0
-0.00184;0
0.00032;0
0.00152;0.11
0.04;0
-0.00568;0
-0.00208;0
0.00104;0.32
0.04;0
-0.00152;0
-0.00352;0
-0.0008;-0.5
-0.04;0.045
-0.04;0
-0.00304;0
-0.00408;-0.025
-0.04;0
0.0016;0
-0.00016;0
0.00184;-0.06
-0.04;0
0.00416;0
0.00192;-0.01
-0.04;0
0.00264;0
-0.00048;0
0.00208;0.055
0.04;-0.0531
0;0
-0.03608;-0.1719
-0.04;0
0.04;0
0.00272;0
0.0024;0
-0.00056;0
0.00256;0
-0.0008;0
0.00136;0
0.0012;0
0.00056;0
-0.00072;0
-0.00088;0
0.00048;0
-0.00064;0.085
-0.04;0
0.04;0
-0.00168;0
-0.00032;0
-0.00128;0
-0.00176;0
-0.002;0
-0.00048;0
0.00232;0.045
-0.04;0
0.00312;0
0.00672;0
-0.00064;0
0.00248;0
-0.00176;0.01
0.04;0
0.08008;0
-0.00104;-0.05
-0.04;0
0.00344;0
0.00304;0
-0.0016;0
0.00072;0
-0.00024;0
-0.0004;0
0.0016;0
0.00016;0.1
0.04;0
0.04;0
-0.00728;0.04
-0.04;-0.04
0;0
0.00256;0
0.00064;0
0.00176;0.16
0.04;0
-0.00232;0
-0.00224;-0.16
-0.04;-0.12
-0.04;0
0.01;0
0.00032;0
0.00104;0
0.00288;0
0.0004;0
-0.00024;0
0.00096;0
0.0024;0
0.00088;0
-8.000000000008e-05;0
0.00048;0
0.00192;0.17
0.04;0
-0.0032;0
-0.0008;0
-0.00112;0
0.00104;0
0.00032;0
0.00032;-0.05
-0.04;0.1
0.04;0
-0.0004;-0.11
-0.04;0
8.000000000008e-05;0
0.00312;0
0.00256;0
-0.00064;0
-0.00112;0
0.00096;0
0.00112;0
0.00016;0
-0.00024;0.03
-0.04;0
0.07992;0
-0.00256;0
-0.00416;0
-0.00128;0
-0.00104;0
-0.00168;0
-0.00072;0
0.00016;0
0.00104;0
-8.000000000008e-05;0
0.00048;0
-0.00056;0
-0.00016;0
0.00024;0
-0.00032;0.14
-0.04;0.02
0.08024;0
0.00392;0
-0.00192;0
0.00048;0
-0.00136;0
0.00168;0
0.00056;-0.01
-0.04;0
0.0056;0
-0.00064;0
-0.00096;0
-0.00056;0
0.0008;0
0.0004;0
-0.00016;0
-0.00056;0
0.00248;0
0.00088;0
-0.00064;-0.14
-0.04;-0.02
-0.04;0
0.00152;0
0.00168;0
0.00064;0
0.00184;0
0.0008;0
0.00024;0
-0.00128;0
-0.00056;0
-8.000000000008e-05;0
-0.00088;0
-0.00072;0
0.0008;0
0.00096;0.02
0.04;0
